"Id","TeamId","UserId"
16950,1130,2493
16951,1131,2353
16952,1132,2910
16953,1133,2249
16954,1134,1477
16955,1135,2276
16956,1136,2277
16957,1137,2920
16958,1138,926
16959,1139,2768
16960,1140,1983
16961,1141,1236
16962,1142,424
16963,1143,1237
16964,1144,2922
16965,1145,2100
16966,1145,3256
16967,1146,2693
16968,1147,1127
16969,1148,1997
16970,1149,2088
16971,1150,2887
16972,1151,2942
16973,1152,2950
16974,1153,2943
16975,1154,2952
16976,1155,701
16977,1156,2977
16978,1157,2986
16979,1158,2989
16980,1159,2543
16981,1159,2793
16982,1159,2794
16983,1160,1829
16984,1161,3011
16985,1162,2958
16986,1163,3010
16987,1164,3021
16988,1165,2433
16989,1166,2993
16990,1167,808
16991,1168,2984
16992,1169,2891
16993,1170,2561
16994,1171,1680
16995,1172,3053
16996,1173,2960
16997,1174,2979
16998,1175,1300
16999,1176,2839
17000,1177,2971
17001,1178,2902
17002,1179,3050
17003,1180,1770
17004,1181,2953
17005,1181,3422
17006,1182,3054
17007,1183,3038
17008,1184,2675
17009,1185,3029
17010,1186,2758
17011,1187,1300
17012,1188,2708
17014,1190,2896
17015,1191,1902
17016,1192,3075
17017,1193,3077
17018,1194,2338
17019,1195,3071
17020,1196,3070
17021,1197,2017
17022,1198,3034
17023,1199,2929
17024,1200,3059
17025,1201,2370
17026,1201,2769
17027,1203,2844
17028,1204,1926
17029,1205,3086
17030,1206,2493
17031,1207,3101
17032,1208,3102
17033,1209,3097
17034,1210,2768
17035,1211,3104
17036,1212,2868
17037,1213,1881
17038,1213,2245
17039,1213,2307
17040,1213,3142
17041,1214,3121
17042,1215,3042
17043,1216,3033
17044,1217,3118
17045,1218,3128
17046,1219,2499
17047,1220,3135
17048,1221,2539
17049,1222,2717
17050,1223,2890
17051,1224,3139
17052,1225,3067
17053,1226,3105
17054,1227,3143
17055,1228,2815
17056,1229,3140
17057,1230,3152
17058,1231,3145
17059,1232,2496
17060,1233,2736
17061,1234,2866
17062,1235,2713
17063,1236,3165
17064,1237,3167
17065,1238,2777
17067,1240,3131
17068,1240,3170
17069,1240,3175
17070,1241,2879
17071,1242,2790
17072,1244,3180
17073,1245,3148
17074,1246,3181
17075,1247,747
17076,1248,3183
17077,1249,3184
17078,1250,2547
17079,1250,3186
17080,1251,3187
17081,1252,3188
17082,1253,1173
17083,1254,3189
17085,1256,3192
17086,1257,3193
17087,1258,3197
17088,1259,3200
17089,1260,2722
17090,1261,368
17091,1262,3204
17092,1263,2961
17093,1264,2602
17094,1265,2495
17095,1266,3205
17096,1267,3206
17097,1268,3090
17098,1269,3057
17099,1270,2590
17100,1271,855
17101,1272,3210
17102,1273,2692
17103,1274,3216
17104,1275,1540
17105,1276,3221
17106,1277,3223
17107,1278,3225
17108,1279,3227
17109,1280,3125
17110,1280,3147
17111,1281,926
17112,1282,3232
17113,1283,3233
17114,1284,2104
17115,1284,2728
17116,1285,2334
17117,1286,3220
17118,1287,1822
17119,1288,3258
17120,1289,2447
17121,1291,3133
17122,1292,3161
17123,1293,2493
17124,1294,1300
17125,1295,2395
17126,1296,784
17127,1297,1004
17128,1298,454
17129,1299,1031
17130,1300,778
17131,1301,701
17132,1302,914
17133,1303,747
17134,1304,1053
17135,1305,1067
17136,1306,1071
17137,1307,1076
17138,1308,1092
17139,1309,1088
17140,1310,1063
17141,1311,1125
17142,1312,1133
17143,1313,895
17144,1314,1077
17145,1315,1146
17146,1316,1174
17147,1317,1167
17148,1318,1087
17149,1319,1193
17150,1320,1168
17151,1321,1209
17152,1322,1206
17153,1323,1207
17154,1324,1216
17155,1325,1170
17156,1326,1218
17157,1327,998
17158,1329,1230
17159,1330,1231
17160,1331,1066
17161,1332,512
17162,1333,1179
17163,1334,1221
17164,1335,1240
17165,1336,1242
17166,1337,1150
17167,1338,1258
17168,1339,1201
17169,1340,461
17170,1341,1228
17171,1342,1127
17172,1343,1169
17173,1344,1249
17174,1345,1262
17175,1346,1093
17176,1347,1021
17177,1348,851
17178,1349,1269
17179,1350,577
17180,1351,1270
17181,1352,1274
17182,1353,1273
17183,1354,1058
17184,1355,1069
17185,1356,583
17186,1357,1188
17187,1357,1266
17188,1358,855
17189,1359,1120
17190,1361,3270
17191,1362,2140
17192,1365,3295
17193,1366,3254
17194,1370,3272
17195,1374,1004
17196,1375,3317
17197,1377,3284
17198,1379,2057
17199,1383,3328
17200,1389,3303
17201,1391,2036
17202,1392,3338
17203,1394,3308
17204,1400,3315
17205,1401,2340
17206,1405,3358
17207,1406,3288
17208,1408,3231
17209,1409,2215
17210,1414,3372
17211,1417,3359
17212,1418,3378
17214,1427,3164
17215,1429,3384
17216,1430,3379
17217,1433,3335
17218,1434,926
17219,1435,3044
17220,1436,368
17221,1439,3324
17222,1440,3407
17223,1441,3409
17224,1442,3271
17225,1443,3403
17226,1444,2406
17227,1444,3420
17228,1446,2323
17229,1448,3425
17230,1450,1420
17231,1451,1335
17233,1453,3256
17234,1454,1897
17235,1455,3450
17236,1458,3446
17237,1459,3415
17238,1460,3394
17239,1461,3456
17240,1462,3166
17241,1464,1045
17242,1465,1576
17243,1466,3471
17244,1467,3472
17245,1468,3473
17246,1469,3474
17247,1470,3475
17248,1473,3479
17249,1477,3425
17250,1480,3232
17251,1483,3518
17252,1485,3159
17253,1488,1282
17254,1489,1282
17255,1490,993
17256,1490,3258
17257,1490,3592
17258,1491,3530
17259,1491,3683
17260,1491,3684
17261,1492,3531
17262,1493,3394
17263,1494,3535
17264,1502,3549
17265,1504,2840
17266,1506,3560
17267,1508,3559
17268,1509,3544
17269,1511,1634
17270,1515,3429
17271,1518,3256
17272,1521,3336
17273,1525,2547
17274,1526,2374
17275,1528,764
17276,1529,3498
17277,1530,2476
17278,1532,3615
17279,1534,3501
17280,1535,3626
17281,1536,3406
17282,1537,3579
17283,1539,3267
17284,1539,3554
17285,1539,3579
17286,1539,3634
17287,1539,4098
17288,1539,4890
17289,1542,2768
17290,1545,3639
17291,1546,3617
17292,1547,3645
17293,1549,3562
17294,1550,3502
17295,1552,3650
17297,1555,2677
17298,1558,710
17299,1558,3679
17300,1559,3677
17301,1561,855
17302,1565,3640
17303,1567,3097
17304,1568,2248
17305,1569,3713
17306,1570,3652
17307,1571,3712
17308,1573,3718
17309,1575,368
17310,1577,3732
17311,1578,3733
17312,1583,2561
17313,1585,3714
17314,1586,3756
17315,1591,3769
17316,1591,3775
17317,1592,3755
17318,1599,3808
17319,1602,3826
17320,1607,2018
17321,1608,3845
17322,1611,2100
17323,1613,3855
17324,1624,3883
17325,1632,3900
17326,1634,926
17327,1637,2874
17328,1638,3549
17329,1638,3910
17330,1639,3394
17331,1643,3931
17332,1644,1294
17333,1648,3942
17334,1649,3771
17335,1651,3872
17336,1651,4295
17337,1651,4296
17338,1656,3065
17339,1659,3767
17340,1660,4000
17341,1661,3990
17342,1665,2104
17343,1665,2728
17344,1668,3719
17345,1668,4083
17346,1668,4088
17347,1669,727
17348,1672,3139
17349,1676,4030
17350,1677,1553
17351,1681,710
17352,1692,2827
17353,1694,1300
17354,1697,2334
17355,1699,4086
17356,1701,3856
17357,1705,3924
17358,1706,4112
17359,1707,3272
17360,1708,3256
17361,1714,3834
17362,1715,1482
17363,1717,2874
17364,1718,3981
17365,1721,3411
17366,1723,564
17367,1725,3090
17368,1726,4023
17369,1726,4159
17370,1727,2516
17371,1730,4168
17372,1733,4175
17373,1735,3284
17374,1736,4182
17375,1737,3751
17376,1739,4001
17377,1743,4111
17378,1744,4199
17379,1745,3397
17380,1746,1955
17381,1747,2315
17382,1749,4019
17383,1750,4217
17385,1754,4193
17386,1757,4203
17387,1758,4187
17388,1758,4188
17389,1758,4643
17390,1759,2768
17391,1760,4260
17392,1762,2090
17393,1769,4279
17394,1770,3877
17395,1771,4281
17396,1772,4118
17397,1773,4284
17398,1774,4287
17399,1774,4628
17400,1774,4629
17401,1775,4057
17402,1776,4024
17403,1778,4053
17404,1782,2728
17405,1783,949
17406,1784,4222
17407,1785,4197
17408,1787,4302
17409,1788,4281
17410,1790,4306
17411,1791,4306
17412,1796,4332
17413,1806,4376
17414,1807,4378
17416,1812,4409
17417,1813,2388
17418,1827,4437
17419,1845,4464
17420,1849,4459
17421,1854,4473
17422,1858,4482
17423,1862,4494
17424,1876,4448
17425,1882,4203
17426,1884,4379
17427,1886,4513
17428,1890,1897
17429,1894,4351
17430,1894,4973
17431,1898,4398
17432,1904,3548
17433,1914,4506
17434,1916,4538
17435,1920,4435
17436,1922,4552
17437,1924,4198
17438,1928,4561
17439,1930,3138
17440,1940,4578
17441,1944,2516
17442,1950,4166
17443,1952,4215
17444,1952,4590
17445,1952,4956
17446,1954,877
17447,1958,4547
17448,1962,4508
17449,1964,4596
17450,1968,4005
17451,1970,4601
17452,1972,4603
17453,1974,4601
17454,1976,4569
17455,1987,4612
17456,1989,4616
17457,1993,4619
17458,1995,4176
17459,1997,4499
17460,1999,4626
17461,2009,4635
17462,2009,4636
17463,2009,4638
17464,2009,4645
17465,2013,4534
17466,2015,4648
17467,2017,4649
17468,2019,4652
17469,2023,4465
17470,2025,4410
17471,2025,4426
17472,2029,4251
17473,2029,4567
17474,2031,2036
17475,2041,4432
17476,2049,4683
17477,2055,4327
17478,2057,4282
17479,2057,4308
17480,2061,4697
17481,2067,4710
17482,2067,4712
17483,2069,4713
17484,2071,1983
17485,2076,3676
17486,2078,4251
17487,2078,4567
17488,2080,3044
17489,2086,3987
17490,2092,4730
17491,2096,4682
17492,2098,4722
17493,2100,3948
17494,2102,4211
17495,2104,4633
17496,2108,4739
17497,2116,4740
17498,2120,4336
17499,2124,4741
17500,2130,4750
17501,2138,770
17502,2146,4217
17503,2148,3829
17504,2154,4772
17505,2156,368
17506,2158,4251
17507,2158,4567
17508,2160,2874
17509,2162,4770
17510,2164,926
17511,2166,4775
17512,2172,4779
17513,2176,4562
17515,2180,4788
17516,2182,3018
17517,2188,1902
17518,2196,2708
17519,2200,4435
17520,2204,4230
17521,2210,4387
17522,2220,4809
17523,2228,2015
17524,2230,4804
17525,2242,1889
17526,2260,2460
17527,2262,2552
17528,2268,2796
17529,2282,4842
17530,2286,3769
17531,2286,3775
17532,2288,4292
17533,2292,4848
17534,2294,4847
17535,2298,4850
17536,2300,4835
17537,2302,4852
17538,2302,4906
17539,2308,3665
17540,2314,4861
17541,2316,1373
17542,2318,3139
17543,2320,4862
17544,2322,4863
17545,2328,1300
17546,2336,3256
17547,2338,4816
17548,2340,3956
17549,2342,3944
17550,2344,4378
17551,2346,4878
17552,2352,4849
17553,2352,4880
17554,2360,4884
17555,2368,3712
17556,2370,2845
17557,2372,4585
17558,2374,1502
17559,2380,4836
17560,2386,4888
17561,2388,4889
17562,2390,4203
17563,2392,438
17564,2394,1376
17566,2404,4904
17567,2406,4910
17568,2408,4606
17569,2412,1602
17570,2420,4810
17572,2428,4920
17574,2432,4091
17575,2434,4927
17576,2438,1335
17577,2442,1927
17578,2444,417
17579,2458,4924
17580,2460,4926
17581,2462,4902
17582,2462,4942
17583,2464,4935
17584,2470,4952
17585,2472,3503
17586,2476,3266
17588,2480,4961
17589,2482,1664
17590,2484,4960
17591,2486,3663
17592,2488,2809
17593,2490,4964
17594,2492,4875
17595,2494,1927
17596,2496,4965
17597,2498,4835
17598,2500,4504
17599,2500,4900
17600,2500,4901
17601,2510,1221
17603,2518,4979
17604,2520,4865
17605,2522,1664
17606,2526,3566
17607,2528,4981
17608,2532,1703
17609,2534,1655
17610,2538,4990
17611,2540,4992
17612,2544,1897
17613,2548,4995
17614,2550,4996
17615,2552,4193
17616,2556,5006
17617,2558,4580
17618,2560,5008
17619,2564,5012
17620,2566,5009
17622,2570,5011
17623,2574,3346
17624,2576,394
17625,2584,5026
17626,2586,5027
17627,2588,5029
17628,2590,5028
17629,2594,2046
17630,2596,4497
17631,2598,5035
17632,2600,5036
17633,2602,5040
17634,2604,1727
17635,2610,5045
17636,2614,5048
17637,2616,5049
17638,2620,4419
17639,2622,5037
17640,2624,4155
17641,2626,5050
17642,2630,770
17643,2632,1045
17644,2634,1576
17645,2642,5058
17646,2646,5048
17647,2648,4023
17648,2650,5061
17651,2664,4452
17653,2667,5022
17654,2669,2232
17655,2673,5071
17658,2679,5075
17660,2685,5080
17661,2689,4746
17662,2691,3937
17663,2693,4715
17664,2695,776
17665,2699,5091
17666,2701,5094
17667,2703,5097
17668,2705,5014
17669,2707,5099
17670,2709,4881
17671,2709,4983
17672,2709,5340
17673,2713,5107
17674,2715,5111
17675,2716,5112
17676,2718,5118
17677,2720,4910
17678,2722,5119
17679,2724,4601
17680,2726,3065
17681,2728,5123
17682,2730,3987
17683,2732,4925
17684,2734,5126
17685,2736,3471
17686,2738,1576
17687,2740,3472
17688,2742,5128
17689,2744,4780
17690,2746,3987
17691,2748,5131
17692,2750,4915
17693,2750,5044
17694,2752,3809
17695,2754,3025
17696,2758,5133
17697,2760,5136
17698,2762,5137
17700,2768,4580
17702,2772,5144
17703,2776,4564
17704,2778,5114
17705,2780,4664
17706,2782,1045
17707,2784,3471
17708,2786,1576
17709,2790,3472
17710,2794,4504
17711,2794,4900
17712,2794,4901
17713,2798,5097
17714,2800,1045
17715,2804,3472
17716,2806,5153
17717,2808,5155
17718,2809,5154
17720,2814,4737
17722,2817,4809
17724,2821,4932
17725,2825,4732
17726,2833,5163
17727,2835,3912
17728,2837,1045
17729,2839,5168
17730,2843,5094
17731,2849,5172
17732,2851,5170
17735,2857,5176
17736,2859,3570
17737,2861,5175
17738,2866,543
17739,2868,3256
17740,2872,5171
17741,2877,5188
17742,2879,5189
17743,2885,5191
17744,2887,5195
17745,2891,5197
17746,2893,4534
17747,2895,5160
17748,2895,5203
17750,2904,5212
17751,2906,5213
17752,2910,5216
17753,2912,5219
17754,2914,5225
17755,2916,2768
17756,2918,1483
17757,2920,2874
17758,2922,4718
17759,2923,5120
17760,2927,5235
17761,2928,5237
17762,2930,5217
17763,2930,5238
17764,2931,5239
17765,2934,5245
17766,2935,1751
17767,2936,5218
17768,2937,2824
17769,2938,5251
17770,2939,5251
17771,2941,5268
17772,2942,5269
17774,2947,2391
17775,2948,5277
17776,2949,3596
17777,2950,4940
17778,2950,5174
17780,2952,4910
17781,2957,5283
17783,2959,5048
17784,2961,5287
17785,2962,2226
17786,2964,5296
17787,2965,5298
17788,2966,5299
17789,2967,5303
17790,2968,5301
17791,2969,5300
17792,2970,5304
17793,2971,1455
17795,2973,394
17796,2976,5315
17797,2977,5320
17798,2979,5255
17799,2980,5324
17800,2981,5326
17801,2982,5050
17802,2986,5329
17803,2987,5321
17804,2988,2858
17805,2988,3617
17806,2992,2840
17807,2993,394
17808,2995,5338
17809,2996,5342
17810,2998,1035
17811,3001,3742
17812,3002,5349
17813,3003,5220
17814,3004,5350
17815,3005,5328
17816,3006,5351
17817,3007,5352
17818,3008,5173
17819,3010,5332
17821,3012,5356
17822,3013,5357
17823,3014,5274
17824,3015,5359
17825,3017,5363
17826,3018,2824
17827,3019,5364
17828,3020,1033
17829,3021,5365
17830,3022,1483
17831,3023,3090
17832,3031,4891
17833,3032,5388
17834,3035,368
17835,3036,1655
17836,3037,3256
17837,3042,5100
17838,3043,5193
17839,3044,2874
17840,3045,3719
17841,3050,5368
17842,3051,4865
17843,3057,5004
17844,3058,2018
17845,3060,1602
17846,3061,926
17847,3063,3357
17848,3063,3360
17849,3065,5434
17850,3067,4569
17851,3070,769
17852,3071,2521
17853,3074,394
17854,3077,5447
17855,3078,4717
17856,3080,5449
17857,3084,2226
17858,3086,1897
17859,3089,1455
17860,3090,2036
17861,3091,5253
17862,3091,5270
17863,3094,5251
17864,3095,5463
17865,3096,5469
17866,3096,5471
17867,3100,1335
17868,3102,1369
17869,3102,5063
17870,3104,4447
17871,3106,2498
17872,3107,4193
17873,3108,1695
17874,3111,2005
17875,3112,5489
17876,3113,4924
17877,3114,5490
17878,3115,5484
17879,3116,5336
17880,3116,5477
17881,3118,5500
17883,3121,5502
17884,3123,5503
17885,3124,4300
17886,3124,5464
17887,3126,5485
17888,3126,5531
17889,3128,3837
17890,3129,5445
17891,3129,5505
17892,3131,5507
17894,3136,5513
17895,3137,4351
17896,3137,4973
17897,3138,5514
17898,3139,3025
17899,3140,5516
17900,3142,2163
17901,3144,5509
17902,3145,5520
17903,3146,572
17904,3147,5503
17906,3150,5525
17907,3151,1550
17908,3151,1551
17909,3152,3346
17910,3152,4569
17911,3153,631
17912,3156,5534
17913,3157,5535
17914,3158,5131
17915,3159,5539
17918,3162,3987
17919,3163,5546
17920,3164,2768
17922,3170,2821
17923,3171,5116
17927,3177,5388
17929,3181,5034
17930,3182,5580
17931,3184,5003
17932,3186,5581
17933,3187,5548
17934,3190,4203
17935,3191,5591
17937,3194,5590
17938,3196,5604
17939,3197,5447
17940,3198,5608
17941,3199,5611
17942,3200,5612
17943,3204,1398
17944,3204,5578
17945,3208,1412
17947,3210,3166
17948,3212,4890
17949,3213,5642
17950,3214,5549
17951,3216,5630
17953,3218,4626
17954,3220,5615
17955,3223,5525
17956,3226,5535
17957,3227,5661
17958,3229,5671
17959,3230,5672
17960,3233,4631
17961,3234,5676
17962,3236,5680
17963,3238,5635
17964,3239,5577
17965,3242,4563
17966,3243,5687
17967,3245,5665
17968,3246,5691
17969,3247,4569
17970,3248,4626
17971,3250,5697
17972,3251,5247
17973,3252,3716
17974,3253,5699
17976,3255,5701
17977,3259,5464
17978,3260,5707
17979,3262,5482
17980,3263,3041
17981,3264,4971
17982,3265,4831
17983,3268,5727
17984,3272,5734
17985,3274,5295
17986,3275,5230
17987,3276,3383
17988,3279,4733
17989,3282,5753
17990,3284,5754
17991,3286,5759
17992,3287,5757
17993,3288,3378
17994,3289,5749
17995,3290,5192
17996,3291,2498
17997,3292,5596
17998,3293,5779
17999,3294,5409
18000,3295,5786
18001,3296,5785
18002,3297,5787
18006,3302,3383
18007,3303,5792
18008,3305,5386
18009,3307,5795
18012,3311,543
18014,3313,5804
18015,3314,5806
18016,3315,5807
18017,3316,5812
18018,3318,5730
18019,3319,5468
18021,3324,5822
18022,3325,5830
18023,3326,5828
18024,3327,5833
18025,3329,5827
18026,3330,5832
18027,3331,5837
18028,3332,5621
18029,3333,5825
18030,3334,5346
18031,3334,5669
18032,3334,5670
18033,3336,5847
18034,3338,5860
18035,3339,5656
18036,3343,5728
18037,3344,5886
18038,3344,6163
18039,3346,5695
18040,3348,5887
18041,3349,5891
18042,3350,4280
18043,3353,5895
18045,3358,5907
18046,3360,5909
18047,3362,5911
18048,3364,5468
18051,3366,5917
18052,3369,5876
18053,3371,5923
18054,3372,5921
18055,3373,5922
18056,3374,631
18057,3376,4421
18058,3377,5943
18059,3378,1718
18060,3379,5945
18061,3380,5953
18062,3382,5955
18063,3383,5957
18064,3384,5958
18065,3385,5961
18066,3387,5700
18067,3388,5964
18068,3389,5965
18069,3390,5979
18070,3391,5252
18071,3392,4746
18072,3394,5863
18073,3397,5968
18074,3398,5969
18075,3399,5974
18076,3400,5976
18077,3403,5982
18078,3404,5738
18079,3405,729
18080,3406,3756
18081,3409,926
18082,3410,2961
18083,3413,6010
18084,3414,5986
18085,3415,5983
18086,3417,5793
18087,3418,6016
18088,3422,5766
18089,3423,6023
18090,3424,6030
18091,3425,6031
18092,3426,6022
18093,3428,6027
18094,3429,6028
18095,3430,4317
18096,3431,6033
18097,3432,6034
18098,3435,6057
18099,3435,6061
18100,3437,6072
18101,3438,6065
18102,3440,6056
18103,3441,6055
18104,3442,6060
18105,3443,6058
18106,3444,5721
18107,3445,6014
18108,3446,6071
18109,3447,6086
18110,3448,6090
18111,3450,6094
18112,3451,6095
18113,3453,6102
18114,3454,6106
18115,3457,5903
18116,3458,2081
18117,3460,6115
18118,3461,6119
18119,3462,6120
18120,3463,3714
18121,3464,6118
18122,3468,5760
18123,3470,6126
18124,3474,993
18125,3481,6139
18126,3482,4908
18127,3483,6140
18128,3484,6150
18129,3485,6092
18130,3486,6133
18131,3487,713
18132,3492,6169
18133,3494,6047
18134,3495,3050
18135,3498,4168
18136,3499,5935
18137,3501,6192
18138,3504,5870
18139,3508,6183
18140,3508,6184
18141,3510,6203
18142,3511,6202
18143,3515,6214
18144,3517,5092
18145,3522,1300
18146,3523,6219
18147,3525,6225
18148,3527,3260
18149,3529,6233
18150,3530,6238
18151,3532,5595
18152,3532,5880
18153,3534,6241
18154,3535,6242
18156,3537,6245
18158,3539,6142
18159,3540,6167
18160,3541,6191
18161,3543,5802
18162,3544,1703
18163,3545,5722
18164,3546,6267
18165,3547,6269
18166,3548,6259
18167,3549,6260
18174,3556,6282
18175,3557,3966
18176,3559,6276
18177,3560,6279
18178,3561,6280
18179,3562,6262
18180,3563,6263
18181,3564,6285
18182,3565,6264
